PENGHASIL DATA,IKU PEMERINTAH DAERAH,NAMA DATA,PERIODE DATA,JADWAL RILIS,SATUAN,KLASIFIKASI
Badan Penanggulangan Bencana Daerah,Indeks Risiko Bencana,Nilai Indeks Kerentanan**,Tahunan,Maret n+1,poin,Provinsi
Badan Penanggulangan Bencana Daerah,"Jumlah korban meninggal, hilang dan terkena dampak bencana per 100.000 orang **",*,Tahunan,Maret n+1,orang,***
Badan Penanggulangan Bencana Daerah,Persentase Korban Bencana yang terpenuhi Logistik dan Peralatan pada saat keadaan Darurat Bencana),*,Tahunan,Maret n+1,persen,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Korban Bencana yang terpenuhi Logistik dan Peralatan pada saat keadaan Darurat Bencana),Jumlah Kabupaten/Kota,Tahunan,Maret n+1,kab/kot,-
Badan Penanggulangan Bencana Daerah,Persentase Korban Bencana yang terpenuhi Logistik dan Peralatan pada saat keadaan Darurat Bencana),Jumlah Kabupaten/Kota yang sudah terfasilitasi,Tahunan,Maret n+1,kab/kot,-
Badan Penanggulangan Bencana Daerah,Persentase Korban Bencana yang terpenuhi Logistik dan Peralatan pada saat keadaan Darurat Bencana),Jumlah Korban Penerima Bantuan Logistik pada saat keadaan Darurat Bencana,Tahunan,Maret n+1,orang,Kabupaten/Kota
Badan Penanggulangan Bencana Daerah,Persentase Layanan Pendampingan dan/atau Penanganan Keadaan Darurat Bencana,*,Tahunan,Maret n+1,persen,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Layanan Pendampingan dan/atau Penanganan Keadaan Darurat Bencana,Jumlah Kabupaten/Kota,Tahunan,Maret n+1,kab/kot,-
Badan Penanggulangan Bencana Daerah,Persentase Layanan Pendampingan dan/atau Penanganan Keadaan Darurat Bencana,Jumlah Kabupaten/Kota yang sudah terfasilitasi,Tahunan,Maret n+1,kab/kot,-
Badan Penanggulangan Bencana Daerah,Persentase Layanan Pendampingan dan/atau Penanganan Keadaan Darurat Bencana,Jumlah Layanan Pendampingan Keadaan Darurat bencana,Tahunan,Maret n+1,layanan,Kabupaten/Kota
Badan Penanggulangan Bencana Daerah,Persentase pemerintah daerah yang mengadopsi dan menerapkan strategi penanggulangan bencana daerah yang selaras dengan rencana/strategi nasional penanggulangan bencana***,*,Tahunan,Maret n+1,persen,***
Badan Penanggulangan Bencana Daerah,Persentase Pemetaan Penanggulangan Kebakaran dan Non Kebakaran Kabupaten/Kota,*,Tahunan,Maret n+1,persen,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Pemetaan Penanggulangan Kebakaran dan Non Kebakaran Kabupaten/Kota,Jumlah Kabupaten/Kota,Tahunan,Maret n+1,kab/kot,-
Badan Penanggulangan Bencana Daerah,Persentase Pemetaan Penanggulangan Kebakaran dan Non Kebakaran Kabupaten/Kota,Jumlah Kabupaten/Kota yang sudah melakukan pemetaan,Tahunan,Maret n+1,kab/kot,-
Badan Penanggulangan Bencana Daerah,Persentase Pemetaan Penanggulangan Kebakaran dan Non Kebakaran Kabupaten/Kota,Jumlah Kebakaran dan Non Kebakaran**,Tahunan,Maret n+1,kejadian,Kabupaten/Kota
Badan Penanggulangan Bencana Daerah,Persentase Pemetaan Penanggulangan Kebakaran dan Non Kebakaran Kabupaten/Kota,Jumlah Penyelamatan Kebakaran dan Non Kebakaran**,Tahunan,Maret n+1,kejadian,Kabupaten/Kota
Badan Penanggulangan Bencana Daerah,Persentase Pemetaan Penanggulangan Kebakaran dan Non Kebakaran Kabupaten/Kota,Jumlah Relawan Kebakaran**,Tahunan,Maret n+1,orang,Kabupaten/Kota
Badan Penanggulangan Bencana Daerah,Persentase Pemetaan Penanggulangan Kebakaran dan Non Kebakaran Kabupaten/Kota,Jumlah Sumber Daya Manusia Dinas Pemadam Kebakaran**,Tahunan,Maret n+1,orang,Kabupaten/Kota
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,*,Tahunan,Maret n+1,persen,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah Kabupaten/Kota,Tahunan,Maret n+1,kab/kot,-
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah Kabupaten/Kota yang sudah terfasilitasi,Tahunan,Maret n+1,kab/kot,Kabupaten/Kota
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegaitan pembangunan kembali sarana sosial masyarakat**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegaitan pemulihan fungsi pelayanan publik**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegaitan peningkatan fungsi pelayanan publik; dan peningkatan pelayanan utama dalam masyarakat.**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,"Jumlah kegiatan partisipasi dan peran serta lembaga dan organisasi kemasyarakatan, dunia usaha, dan masyarakat; peningkatan kondisi sosial, ekonomi, dan budaya**",Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan pembangkitan kembali kehidupan sosial budaya masyarakat**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan pembangunan kembali prasarana dan sarana**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan pemberian bantuan perbaikan rumah masyarakat**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan pemulihan fungsi pemerintahan**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan pemulihan keamanan dan ketertiban**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan pemulihan sosial ekonomi budaya**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan pemulihan sosial psikologis dan pelayanan kesehatan**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan penerapan rancang bangun yang tepat dan penggunaan peralatan yang lebih baik dan tahan bencana**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan perbaikan lingkungan daerah bencana**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan perbaikan prasarana dan sarana umum**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Penanganan dan/atau Pendampingan Pasca Bencana,Jumlah kegiatan rekonsiliasi dan resolusi konflik**,Tahunan,Maret n+1,kegiatan,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana,Nilai indeks Penanganan tematik kawasan rawan bencana,Tahunan,Maret n+1,poin,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana,"Nilai indeks Pengembangan sistem informasi, diklat dan logistik",Tahunan,Maret n+1,poin,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana,Nilai indeks Pengembangan sistem pemulihan bencana,Tahunan,Maret n+1,poin,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana,Nilai indeks Pengkajian resiko dan perencaan terpadu,Tahunan,Maret n+1,poin,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana,Nilai indeks Penguatan kebijakan dan kelembagaan,Tahunan,Maret n+1,poin,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana,"Nilai indeks Peningkatan efektivitas, pencegahan dan mitigasi bencana",Tahunan,Maret n+1,poin,Provinsi
Badan Penanggulangan Bencana Daerah,Persentase Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana,Nilai indeks Perkuatan kesiapsiagaan dan penanganan darurat bencana,Tahunan,Maret n+1,poin,Provinsi
Badan Penanggulangan Bencana Daerah,Proporsi kerugian ekonomi langsung akibat bencana relatif terhadap PDB**,*,Tahunan,Maret n+1,rupiah,***
Badan Penanggulangan Bencana Daerah,,Persentase Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana,Tahunan,Maret n+1,*,poin
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,*,Tahunan,Januari n+1,persen,Provinsi
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Jumlah BBNKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Jumlah Data Potensi pada Setiap Wilayah,Tahunan,Januari n+1,rupiah,Kabupaten/Kota
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Jumlah Data Realisasi pada Setiap Wilayah,Tahunan,Januari n+1,rupiah,Kabupaten/Kota
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Jumlah Pajak Air Permukaan,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Jumlah Pajak Daerah terdiri dari PKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Jumlah Pajak Rokok,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Jumlah PBBKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Jumlah Realisasi Pendapatan Asli Daerah,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Pendapatan Asli Daerah terhadap Pendapatan Daerah,Target Pendapatan Daerah,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,*,Tahunan,Januari n+1,persen,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,Jumlah BBNKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,Jumlah Pajak Air Permukaan,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,Jumlah Pajak Daerah terdiri dari PKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,Jumlah Pajak Rokok,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,Jumlah PBBKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,Jumlah Pendapatan Pajak dan Retribusi Daerah yang terealisasi,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,Jumlah Potensi Pendapatan Pajak,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Persentase Peningkatan Pendapatan Pajak dan Retribusi Daerah,Jumlah Potensi Retribusi Daerah,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,*,Tahunan,Januari n+1,persen,Provinsi
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Jumlah BBNKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Jumlah Data Potensi pada Setiap Wilayah,Tahunan,Januari n+1,rupiah,Kabupaten/Kota
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Jumlah Data Realisasi pada Setiap Wilayah,Tahunan,Januari n+1,rupiah,Kabupaten/Kota
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Jumlah Pajak Air Permukaan,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Jumlah Pajak Daerah terdiri dari PKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Jumlah Pajak Rokok,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Jumlah PBBKB,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Jumlah Realisasi Pendapatan Asli Daerah,Tahunan,Januari n+1,rupiah,Provinsi
Badan Pendapatan Daerah,Tingkat Capaian Target Pendapatan Daerah,Target Pendapatan Daerah,Tahunan,Januari n+1,rupiah,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Ekonomi dan Pembangunan yang siap untuk didiseminasikan,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Ekonomi dan Pembangunan yang siap untuk didiseminasikan,Jumlah hasil kelitbangan lingkup bidang ekonomi dan pembangunan yang direncanakan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Ekonomi dan Pembangunan yang siap untuk didiseminasikan,Jumlah hasil kelitbangan lingkup bidang ekonomi dan pembangunan yang siap untuk didiseminasikan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Pemerintahan dan Pengkajian Peraturan yang siap untuk didiseminasikan,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Pemerintahan dan Pengkajian Peraturan yang siap untuk didiseminasikan,Jumlah hasil kelitbangan lingkup bidang pemerintahan dan pengkajian peraturan yang direncanakan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Pemerintahan dan Pengkajian Peraturan yang siap untuk didiseminasikan,Jumlah hasil kelitbangan lingkup bidang pemerintahan dan pengkajian peraturan yang siap untuk didiseminasikan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Sosial dan Kependudukan yang siap untuk didiseminasikan,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Sosial dan Kependudukan yang siap untuk didiseminasikan,Jumlah hasil kelitbangan lingkup bidang sosial dan kependudukan yang direncanakan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan Lingkup Sosial dan Kependudukan yang siap untuk didiseminasikan,Jumlah hasil kelitbangan lingkup bidang sosial dan kependudukan yang siap untuk didiseminasikan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan yang didiseminasikan,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan yang didiseminasikan,Jumlah hasil kelitbangan yang didiseminasikan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Hasil Kelitbangan yang didiseminasikan,Jumlah hasil kelitbangan yang direncanakan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Informasi Publik Bidang Kelitbangan,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Informasi Publik Bidang Kelitbangan,Jumlah Buku Kompilasi Hasil Kelitbangan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Informasi Publik Bidang Kelitbangan,Jumlah Buletin Petik IPTEK,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Informasi Publik Bidang Kelitbangan,Jumlah Creative Research Journal (CR Journal),Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Informasi Publik Bidang Kelitbangan,Jumlah informasi publik bidang kelitbangan yang dihasilkan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Informasi Publik Bidang Kelitbangan,Jumlah informasi publik bidang kelitbangan yang dipublikasikan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Inovasi Daerah yang terverifikasi,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Inovasi Daerah yang terverifikasi,Jumlah Inovasi Daerah yang diusulkan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Inovasi Daerah yang terverifikasi,Jumlah Inovasi Daerah yang terverifikasi,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Kekayaan Intelektual yang terlindungi,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Kekayaan Intelektual yang terlindungi,Jumlah Kekayaan Intelektual yang diusulkan,Tahunan,Januari n+1,dokumen,Bidang urusan
Badan Penelitian dan Pembangunan Daerah,Persentase Kekayaan Intelektual yang terlindungi,Jumlah Kekayaan Intelektual yang terbit sertifikatnya,Tahunan,Januari n+1,dokumen,Bidang urusan
Badan Penelitian dan Pembangunan Daerah,Persentase Kematangan Inovasi Daerah,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Kematangan Inovasi Daerah,Jumlah Inovasi yang dilaporkan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Kematangan Inovasi Daerah,Total Nilai Kematangan Inovasi,Tahunan,Januari n+1,poin,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Pemanfaatan Hasil Kelitbangan,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Pemanfaatan Hasil Kelitbangan,Jumlah kelitbangan yang dihasilkan,Tahunan,Januari n+1,dokumen,Bidang urusan
Badan Penelitian dan Pembangunan Daerah,Persentase Pemanfaatan Hasil Kelitbangan,Jumlah kelitbangan yang dimanfaatkan,Tahunan,Januari n+1,dokumen,Bidang urusan
Badan Penelitian dan Pembangunan Daerah,Persentase Perlindungan Kekayaan Intelektual yang difasilitasi,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Perlindungan Kekayaan Intelektual yang difasilitasi,Jumlah Kekayaan Intelektual yang dilindungi,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase Perlindungan Kekayaan Intelektual yang difasilitasi,Jumlah Kekayaan Intelektual yang diusulkan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase publikasi kelitbangan,*,Tahunan,Januari n+1,persen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase publikasi kelitbangan,Jumlah media publikasi yang terbit dan diseminasi yang dilaksanakan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Penelitian dan Pembangunan Daerah,Persentase publikasi kelitbangan,Jumlah media publikasi yang terbit dan diseminasi yang direncanakan,Tahunan,Januari n+1,dokumen,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Indeks Pengelolaan Aset,*,Tahunan,Juni n+1,poin,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Indeks Pengelolaan Aset,Poin Indikator Administrasi BMD yang Andal**,Tahunan,Juni n+1,poin,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Indeks Pengelolaan Aset,Poin Indikator Kepatuhan Pengelolaan BMD terhadap Peraturan Perundangundangan**,Tahunan,Juni n+1,poin,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Indeks Pengelolaan Aset,Poin indikator Pengawasan dan Pengendalian BMD yang efektif**,Tahunan,Juni n+1,poin,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Indeks Pengelolaan Aset,Poin Indikator Pengelolaan BMD yang Akuntabel dan Produktif**,Tahunan,Juni n+1,poin,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Jumlah terbit buku sertifikat tanah dan bangunan milik atau dikuasai Pemerintah Provinsi Jawa Barat,*,Tahunan,Januari n+1,buku sertifikat,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Persentase pendapatan pemanfaatan BMD terhadap total PAD,*,Tahunan,Mei n+1,persen,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Persentase pendapatan pemanfaatan BMD terhadap total PAD,Jumlah Lain-lain PAD yang sah,Tahunan,Mei n+1,rupiah,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Persentase pendapatan pemanfaatan BMD terhadap total PAD,Jumlah Pendapatan dari Pemanfaatan Aset,Tahunan,Mei n+1,rupiah,Provinsi
Badan Pengelola Keuangan dan Aset Daerah,Persentase pendapatan pemanfaatan BMD terhadap total PAD,Sebaran Aset Daerah**,Apabila Dibutuhkan,***,***,Titik/Point
Badan Pengembangan Sumber Daya Manusia,Indeks Implementasi Corporate University,*,Tahunan,***,poin,Provinsi
Badan Pengembangan Sumber Daya Manusia,Indeks Implementasi Corporate University,Jumlah pejabat struktural di seluruh Perangkat Daerah memahami tentang Corpu,Tahunan,***,perangkat daerah,Perangkat Daerah
Badan Pengembangan Sumber Daya Manusia,Indeks Implementasi Corporate University,"Jumlah perangkat daerah yang telah menerapkan Tahapan LVC yang meliputi Training Need Analysis (AKPK), Desain Pembelajaran, Pelaksanaan dan Evaluasi sudah terimplementasi seluruhnya menggunakan prinsip Corpu",Tahunan,***,perangkat daerah,Perangkat Daerah; Tahapan LVC yang Diterapkan
Badan Pengembangan Sumber Daya Manusia,Indeks Implementasi Corporate University,Jumlah rapat dewan pengarah dipimpin oleh Ka BPSDM dihadiri oleh perwakilan PD,Tahunan,***,kali,Provinsi
Badan Pengembangan Sumber Daya Manusia,Indeks Implementasi Corporate University,Jumlah rapat dewan pengarah dipimpin oleh Kepala BPSDM dan dihadiri oleh minimal 5 kepala PD,Tahunan,***,kali,Provinsi
